county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Delta,"City of Escanaba, Precinct 2",County Sheriff,,Todd M. Tardiff,Republican,506,523,249,1278
Delta,"City of Escanaba, Precinct 2",County Sheriff,,Write-in,,15,11,4,30
Delta,"City of Escanaba, Precinct 2",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",County Sheriff,,Under Vote Count,,132,272,43,447
Delta,"City of Escanaba, Precinct 2",County Clerk and Register of Deeds,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,513,561,256,1330
Delta,"City of Escanaba, Precinct 2",County Clerk and Register of Deeds,,Write-in,,10,9,1,20
Delta,"City of Escanaba, Precinct 2",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",County Clerk and Register of Deeds,,Under Vote Count,,130,236,39,405
Delta,"City of Escanaba, Precinct 2",County Treasurer,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",County Treasurer,,Sherry Godfrey,Republican,497,523,247,1267
Delta,"City of Escanaba, Precinct 2",County Treasurer,,Write-in,,13,10,2,25
Delta,"City of Escanaba, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",County Treasurer,,Under Vote Count,,143,273,47,463
Delta,"City of Escanaba, Precinct 2",County Road Commissioner,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",County Road Commissioner,,Bob Aschbacher,Democrat,321,455,118,894
Delta,"City of Escanaba, Precinct 2",County Road Commissioner,,Mark Asselin,Democrat,311,427,104,842
Delta,"City of Escanaba, Precinct 2",County Road Commissioner,,Write-in,,27,2,11,40
Delta,"City of Escanaba, Precinct 2",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",County Road Commissioner,,Under Vote Count,,647,728,359,1734
Delta,"City of Escanaba, Precinct 2",County Drain Commissioner,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",County Drain Commissioner,,Dean Auger,Republican,485,500,240,1225
Delta,"City of Escanaba, Precinct 2",County Drain Commissioner,,Write-in,,13,10,4,27
Delta,"City of Escanaba, Precinct 2",County Drain Commissioner,,Over Vote Count,,1,0,1,2
Delta,"City of Escanaba, Precinct 2",County Drain Commissioner,,Under Vote Count,,154,296,51,501
Delta,"City of Escanaba, Precinct 2",County Surveyor,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",County Surveyor,,Terence S. Wanic,Republican,493,514,244,1251
Delta,"City of Escanaba, Precinct 2",County Surveyor,,Write-in,,13,10,4,27
Delta,"City of Escanaba, Precinct 2",County Surveyor,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",County Surveyor,,Under Vote Count,,147,282,48,477
Delta,"City of Escanaba, Precinct 2",County Commissioner 3rd  District,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",County Commissioner 3rd  District,,Christine Williams,Republican,381,399,213,993
Delta,"City of Escanaba, Precinct 2",County Commissioner 3rd  District,,Myra Croasdell,No Party Affiliation,180,235,51,466
Delta,"City of Escanaba, Precinct 2",County Commissioner 3rd  District,,Write-in,,7,4,1,12
Delta,"City of Escanaba, Precinct 2",County Commissioner 3rd  District,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",County Commissioner 3rd  District,,Under Vote Count,,85,168,31,284
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,221,211,131,563
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,243,389,99,731
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - 8 Year Term,,Write-in,,12,4,5,21
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,1,0,0,1
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,176,202,61,439
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,244,344,91,679
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,220,246,129,595
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,10,4,7,21
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,179,212,69,460
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Stephen L. Borrello,,375,429,163,967
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Write-in,,16,6,5,27
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Under Vote Count,,262,371,128,761
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,372,428,162,962
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Write-in,,13,4,4,21
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Under Vote Count,,268,374,130,772
Delta,"City of Escanaba, Precinct 2",Judge of Probate Court,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Judge of Probate Court,,Perry R. Lund,,398,462,183,1043
Delta,"City of Escanaba, Precinct 2",Judge of Probate Court,,Write-in,,14,8,4,26
Delta,"City of Escanaba, Precinct 2",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Judge of Probate Court,,Under Vote Count,,241,336,109,686
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Dennis L. Hopkins,,153,242,65,460
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Terri Mileski,,293,395,135,823
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Steven D. Soderman,,274,330,144,748
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Write-in,,14,7,7,28
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Under Vote Count,,572,638,241,1451
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,James Beauchamp,,288,379,129,796
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,Dan Flynn,,313,466,180,959
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,JJ Johnson-Reeves,,231,347,107,685
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,LeeAnne M. Oman,,231,309,103,643
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,Write-in,,15,9,6,30
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Escanaba Area Public Schools Board Member,,Under Vote Count,,881,908,363,2152
Delta,"City of Escanaba, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Yes,,434,592,215,1241
Delta,"City of Escanaba, Precinct 2",Delta County - 911 Millage Renewal Proposal,,No,,138,130,64,332
Delta,"City of Escanaba, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Under Vote Count,,81,84,17,182
Delta,"City of Escanaba, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Ballots Cast,,653,806,296,1755
Delta,"City of Escanaba, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Yes,,440,561,221,1222
Delta,"City of Escanaba, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,No,,126,157,59,342
Delta,"City of Escanaba, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Under Vote Count,,87,88,16,191
Delta,"City of Escanaba, Precinct 3",President,,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",President,,Kamala D. Harris / Tim Walz,Democrat,294,431,74,799
Delta,"City of Escanaba, Precinct 3",President,,Donald J. Trump / JD Vance,Republican,510,326,218,1054
Delta,"City of Escanaba, Precinct 3",President,,Chase Oliver / Mike ter Maat,Libertarian,2,4,0,6
Delta,"City of Escanaba, Precinct 3",President,,Randall Terry / Stephen E. Broden,U.S. Taxpayers,1,4,0,5
Delta,"City of Escanaba, Precinct 3",President,,Jill Stein / Rudolph Ware,Green,3,2,0,5
Delta,"City of Escanaba, Precinct 3",President,,"Robert F. Kennedy, Jr. / Nicole Shanahan",Natural Law,2,4,0,6
Delta,"City of Escanaba, Precinct 3",President,,Write-in,,2,3,0,5
Delta,"City of Escanaba, Precinct 3",President,,Over Vote Count,,0,0,1,1
Delta,"City of Escanaba, Precinct 3",President,,Under Vote Count,,1,0,1,2
Delta,"City of Escanaba, Precinct 3",President,,Joseph Kishore / Jerry White,No Party Affiliation,0,2,0,2
Delta,"City of Escanaba, Precinct 3",President,,Cornel West / Melina Abdullah,No Party Affiliation,0,0,0,0
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Elissa Slotkin,Democrat,284,415,74,773
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Mike Rogers,Republican,472,332,209,1013
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,Libertarian,17,6,2,25
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Dave Stein,U.S. Taxpayers,9,7,2,18
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Douglas P. Marsh,Green,5,4,0,9
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Doug Dern,Natural Law,1,2,0,3
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Write-in,,3,1,1,5
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 3",U.S. Senate,,Under Vote Count,,24,0,6,30
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Callie Barr,Democrat,297,421,78,796
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Jack Bergman,Republican,457,338,205,1000
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Andrew Gale,Libertarian,15,5,2,22
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Liz Hakola,Working Class,21,10,4,35
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Write-in,,3,0,0,3
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 3",U.S. House,1,Under Vote Count,,22,0,5,27
Delta,"City of Escanaba, Precinct 3",State House,108,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",State House,108,Christiana Reynolds,Democrat,294,404,75,773
Delta,"City of Escanaba, Precinct 3",State House,108,David Prestin,Republican,466,350,210,1026
Delta,"City of Escanaba, Precinct 3",State House,108,Kayla Wikstrom,Libertarian,25,8,4,37
Delta,"City of Escanaba, Precinct 3",State House,108,Write-in,,2,0,0,2
Delta,"City of Escanaba, Precinct 3",State House,108,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 3",State House,108,Under Vote Count,,28,0,5,33
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Theodore Jones,Democrat,251,386,64,701
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,236,369,63,668
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Tom McMillin,Republican,399,295,196,890
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Nikki Snyder,Republican,395,310,199,904
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Scotty Boman,Libertarian,34,17,2,53
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,10,7,1,18
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,21,8,3,32
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Mary Anne Hering,Working Class,40,34,6,80
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Write-in,,3,0,1,4
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 3",Member of the State Board of Education,,Under Vote Count,,241,0,53,294
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Denise Ilitch,Democrat,255,397,65,717
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,256,373,68,697
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Carl Meyers,Republican,432,317,200,949
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Sevag Vartanian,Republican,348,266,185,799
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,40,18,7,65
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,33,24,4,61
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Write-in,,6,0,1,7
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 3",Regent of the University of Michigan,,Under Vote Count,,260,0,58,318
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,265,399,67,731
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,227,355,64,646
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Mike Balow,Republican,415,301,195,911
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Julie Maday,Republican,373,297,196,866
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Grant T. Baker,Libertarian,31,15,3,49
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,27,20,3,50
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,11,14,4,29
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,John Anthony La Pietra,Green,10,6,1,17
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Write-in,,5,0,1,6
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"City of Escanaba, Precinct 3",Trustee of Michigan State University,,Under Vote Count,,266,0,54,320
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Ballots Cast,,815,783,294,1892
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Rasha Demashkieh,Democrat,237,362,64,663
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Mark T. Gaffney,Democrat,234,382,67,683
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Michael Busuito,Republican,384,295,190,869
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Sunny Reddy,Republican,370,284,189,843
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Farid Ishac,Libertarian,27,9,0,36
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,18,10,6,34
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Sami Makhoul,Green,10,4,0,14
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Suzanne Roehrig,Working Class,38,23,7,68
Delta,"City of Escanaba, Precinct 3",Governor of Wayne State University,,Kathleen Oakford,Natural Law,16,7,0,23
