county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Bay,Bangor Township Precinct 3,Straight Party Ticket,,Natural Law,NLP,1,0,1,0
Bay,Bangor Township Precinct 3,President,,Kamala D. Harris,DEM,571,175,317,79
Bay,Bangor Township Precinct 3,President,,Donald J. Trump,REP,828,409,236,183
Bay,Bangor Township Precinct 3,President,,Chase Oliver,LIB,2,1,1,0
Bay,Bangor Township Precinct 3,President,,Randall Terry,UST,2,2,0,0
Bay,Bangor Township Precinct 3,President,,Jill Stein,GRN,4,3,1,0
Bay,Bangor Township Precinct 3,President,,"Robert F. Kennedy, Jr.",NLP,5,2,3,0
Bay,Bangor Township Precinct 3,President,,Joseph Kishore,,2,0,0,2
Bay,Bangor Township Precinct 3,President,,Cornel West,,1,1,0,0
Bay,Bangor Township Precinct 3,President,,Write-ins,,1,1,0,0
Bay,Bangor Township Precinct 3,U.S. Senate,,Elissa Slotkin,DEM,586,182,322,82
Bay,Bangor Township Precinct 3,U.S. Senate,,Mike Rogers,REP,772,370,227,175
Bay,Bangor Township Precinct 3,U.S. Senate,,Joseph Solis-Mullen,LIB,10,6,2,2
Bay,Bangor Township Precinct 3,U.S. Senate,,Dave Stein,UST,8,6,2,0
Bay,Bangor Township Precinct 3,U.S. Senate,,Douglas P. Marsh,GRN,5,5,0,0
Bay,Bangor Township Precinct 3,U.S. Senate,,Doug Dern,NLP,8,5,3,0
Bay,Bangor Township Precinct 3,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,U.S. House,8,Kristen McDonald Rivet,DEM,642,218,336,88
Bay,Bangor Township Precinct 3,U.S. House,8,Paul Junge,REP,698,326,207,165
Bay,Bangor Township Precinct 3,U.S. House,8,Steve Barcelo,LIB,16,10,4,2
Bay,Bangor Township Precinct 3,U.S. House,8,James Allen Little,UST,10,7,3,0
Bay,Bangor Township Precinct 3,U.S. House,8,Jim Casha,GRN,5,4,0,1
Bay,Bangor Township Precinct 3,U.S. House,8,Kathy Goodwin,WCP,26,19,5,2
Bay,Bangor Township Precinct 3,U.S. House,8,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,State House,96,"Rudy M. Howard, Jr.",DEM,503,163,269,71
Bay,Bangor Township Precinct 3,State House,96,Timothy Beson,REP,871,408,280,183
Bay,Bangor Township Precinct 3,State House,96,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Theodore Jones,DEM,509,153,281,75
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,484,139,272,73
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Tom McMillin,REP,669,305,203,161
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Nikki Snyder,REP,689,317,212,160
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Scotty Boman,LIB,41,24,12,5
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Ted Gerrard,UST,21,11,9,1
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Christine C. Schwartz,UST,22,11,9,2
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Mary Anne Hering,WCP,60,41,17,2
Bay,Bangor Township Precinct 3,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,517,158,284,75
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Denise Ilitch,DEM,519,146,295,78
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Carl Meyers,REP,704,328,212,164
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Sevag Vartanian,REP,598,273,174,151
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,39,19,11,9
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Donna M. Oetman,UST,46,33,12,1
Bay,Bangor Township Precinct 3,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,521,163,282,76
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,481,140,268,73
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Mike Balow,REP,669,313,192,164
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Julie Maday,REP,653,292,203,158
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Grant T. Baker,LIB,22,12,7,3
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Janet M. Sanger,UST,29,14,14,1
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,John Paul Sanger,UST,25,16,9,0
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,10,5,4,1
Bay,Bangor Township Precinct 3,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Rasha Demashkieh,DEM,478,146,259,73
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Mark T. Gaffney,DEM,497,142,276,79
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Michael Busuito,REP,674,305,208,161
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Sunny Reddy,REP,633,285,191,157
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Farid Ishac,LIB,12,8,1,3
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,William Mohr II,UST,22,15,6,1
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Sami Makhoul,GRN,10,5,4,1
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Suzanne Roehrig,WCP,41,28,11,2
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Kathleen Oakford,NLP,14,7,7,0
Bay,Bangor Township Precinct 3,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,County Executive Bay County,,Jim Barcia,DEM,671,220,350,101
Bay,Bangor Township Precinct 3,County Executive Bay County,,Kevin Shark,REP,651,314,191,146
Bay,Bangor Township Precinct 3,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,588,188,321,79
Bay,Bangor Township Precinct 3,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,766,373,222,171
Bay,Bangor Township Precinct 3,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Sheriff Bay County,,Troy R. Cunningham,DEM,950,369,421,160
Bay,Bangor Township Precinct 3,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Clerk Bay County,,Kathleen Zanotti,DEM,893,344,402,147
Bay,Bangor Township Precinct 3,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Treasurer Bay County,,Weston Prince,DEM,857,338,378,141
Bay,Bangor Township Precinct 3,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Register of Deeds Bay County,,Brandon D. Krause,DEM,874,338,388,148
Bay,Bangor Township Precinct 3,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,County Road Commissioner Bay County,,Michael J. Maillette,DEM,577,179,311,87
Bay,Bangor Township Precinct 3,County Road Commissioner Bay County,,Bill Schumacher,REP,764,372,228,164
Bay,Bangor Township Precinct 3,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Drain Commissioner Bay County,,Bill Jordan,DEM,510,158,279,73
Bay,Bangor Township Precinct 3,Drain Commissioner Bay County,,Michael Rivard,REP,828,393,260,175
Bay,Bangor Township Precinct 3,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,County Commissioner County Commissioner District 02,,Kathie Marchlewski,DEM,550,178,292,80
Bay,Bangor Township Precinct 3,County Commissioner County Commissioner District 02,,Tim Banaszak,REP,780,367,245,168
Bay,Bangor Township Precinct 3,County Commissioner County Commissioner District 02,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Supervisor Bangor Township,,Glenn Rowley,DEM,886,338,401,147
Bay,Bangor Township Precinct 3,Supervisor Bangor Township,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Clerk Bangor Township,,Dawn Bublitz,DEM,870,331,396,143
Bay,Bangor Township Precinct 3,Clerk Bangor Township,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Treasurer Bangor Township,,Karie Wardynski,DEM,866,326,396,144
Bay,Bangor Township Precinct 3,Treasurer Bangor Township,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Floyd Sonny Willett,DEM,552,181,287,84
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Diane Yaworski,DEM,546,170,296,80
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Katie Caldwell,REP,761,355,237,169
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Tracy Gilles Koch,REP,793,343,273,177
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Brian Taylor,REP,701,312,226,163
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Bob Thomas,REP,668,296,210,162
Bay,Bangor Township Precinct 3,Trustee Bangor Township,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Justice of Supreme Court Supreme Court,,Andrew Fink,,380,158,123,99
Bay,Bangor Township Precinct 3,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,656,247,315,94
Bay,Bangor Township Precinct 3,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,639,232,315,92
Bay,Bangor Township Precinct 3,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,383,164,127,92
Bay,Bangor Township Precinct 3,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,851,338,366,147
Bay,Bangor Township Precinct 3,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,834,332,359,143
Bay,Bangor Township Precinct 3,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,885,351,384,150
Bay,Bangor Township Precinct 3,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Judge of District Court 74th District,,Timothy J. Kelly,,911,353,400,158
Bay,Bangor Township Precinct 3,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,876,339,386,151
Bay,Bangor Township Precinct 3,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,809,319,350,140
Bay,Bangor Township Precinct 3,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,798,317,344,137
Bay,Bangor Township Precinct 3,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Local School District Board Member Bangor Township School District,,Greg Buzzard,,338,162,119,57
Bay,Bangor Township Precinct 3,Local School District Board Member Bangor Township School District,,Brian M. Gallagher,,608,232,272,104
Bay,Bangor Township Precinct 3,Local School District Board Member Bangor Township School District,,Matt Nemode,,421,158,181,82
Bay,Bangor Township Precinct 3,Local School District Board Member Bangor Township School District,,Mark Seymour,,437,157,202,78
Bay,Bangor Township Precinct 3,Local School District Board Member Bangor Township School District,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Metropolitan District Board Member Kawkawlin Metro Water District,,Write-ins,,1,1,0,0
Bay,Bangor Township Precinct 3,Metropolitan District Board Member Bangor-Monitor Metro Water District,,Terrance Buchalski,,27,11,15,1
Bay,Bangor Township Precinct 3,Metropolitan District Board Member Bangor-Monitor Metro Water District,,Craig Prime,,23,6,14,3
Bay,Bangor Township Precinct 3,Metropolitan District Board Member Bangor-Monitor Metro Water District,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 3,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,711,300,284,127
Bay,Bangor Township Precinct 3,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,550,206,239,105
Bay,Bangor Township Precinct 3,Mosquito Control Millage Renewal Bay County,,Yes,,1062,423,456,183
Bay,Bangor Township Precinct 3,Mosquito Control Millage Renewal Bay County,,No,,236,99,83,54
Bay,Bangor Township Precinct 3,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,855,336,380,139
Bay,Bangor Township Precinct 3,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,427,181,148,98
Bay,Bangor Township Precinct 3,Bangor Monitor Charter Amendment Bangor-Monitor Metro Water District,,Yes,,22,6,11,5
Bay,Bangor Township Precinct 3,Bangor Monitor Charter Amendment Bangor-Monitor Metro Water District,,No,,31,12,12,7
Bay,Bangor Township Precinct 4,Registered Voters - Total,,,,1763,,,
Bay,Bangor Township Precinct 4,Ballots Cast - Total,,,,1229,488,550,191
Bay,Bangor Township Precinct 4,Ballots Cast - Blank,,,,0,0,0,0
Bay,Bangor Township Precinct 4,Straight Party Ticket,,Democrat,DEM,302,76,191,35
Bay,Bangor Township Precinct 4,Straight Party Ticket,,Republican,REP,326,146,110,70
Bay,Bangor Township Precinct 4,Straight Party Ticket,,Libertarian,LIB,3,2,1,0
Bay,Bangor Township Precinct 4,Straight Party Ticket,,U.S. Taxpayers,UST,1,1,0,0
Bay,Bangor Township Precinct 4,Straight Party Ticket,,Green,GRN,3,3,0,0
Bay,Bangor Township Precinct 4,Straight Party Ticket,,Working Class,WCP,5,3,2,0
Bay,Bangor Township Precinct 4,Straight Party Ticket,,Natural Law,NLP,2,1,1,0
Bay,Bangor Township Precinct 4,President,,Kamala D. Harris,DEM,541,155,315,71
Bay,Bangor Township Precinct 4,President,,Donald J. Trump,REP,660,322,222,116
Bay,Bangor Township Precinct 4,President,,Chase Oliver,LIB,7,5,1,1
Bay,Bangor Township Precinct 4,President,,Randall Terry,UST,1,0,1,0
Bay,Bangor Township Precinct 4,President,,Jill Stein,GRN,4,4,0,0
Bay,Bangor Township Precinct 4,President,,"Robert F. Kennedy, Jr.",NLP,5,0,5,0
Bay,Bangor Township Precinct 4,President,,Joseph Kishore,,1,0,0,1
Bay,Bangor Township Precinct 4,President,,Cornel West,,1,1,0,0
Bay,Bangor Township Precinct 4,President,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 4,U.S. Senate,,Elissa Slotkin,DEM,541,151,319,71
Bay,Bangor Township Precinct 4,U.S. Senate,,Mike Rogers,REP,614,300,202,112
Bay,Bangor Township Precinct 4,U.S. Senate,,Joseph Solis-Mullen,LIB,17,13,3,1
Bay,Bangor Township Precinct 4,U.S. Senate,,Dave Stein,UST,12,6,6,0
Bay,Bangor Township Precinct 4,U.S. Senate,,Douglas P. Marsh,GRN,4,3,1,0
Bay,Bangor Township Precinct 4,U.S. Senate,,Doug Dern,NLP,6,2,4,0
Bay,Bangor Township Precinct 4,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 4,U.S. House,8,Kristen McDonald Rivet,DEM,579,175,323,81
Bay,Bangor Township Precinct 4,U.S. House,8,Paul Junge,REP,565,267,194,104
Bay,Bangor Township Precinct 4,U.S. House,8,Steve Barcelo,LIB,16,13,3,0
Bay,Bangor Township Precinct 4,U.S. House,8,James Allen Little,UST,4,2,2,0
Bay,Bangor Township Precinct 4,U.S. House,8,Jim Casha,GRN,2,2,0,0
Bay,Bangor Township Precinct 4,U.S. House,8,Kathy Goodwin,WCP,22,13,7,2
Bay,Bangor Township Precinct 4,U.S. House,8,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 4,State House,96,"Rudy M. Howard, Jr.",DEM,471,145,267,59
Bay,Bangor Township Precinct 4,State House,96,Timothy Beson,REP,707,324,259,124
Bay,Bangor Township Precinct 4,State House,96,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Theodore Jones,DEM,464,126,277,61
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,443,123,263,57
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Tom McMillin,REP,556,259,190,107
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Nikki Snyder,REP,554,253,198,103
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Scotty Boman,LIB,38,22,11,5
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Ted Gerrard,UST,13,9,4,0
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Christine C. Schwartz,UST,24,14,9,1
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Mary Anne Hering,WCP,65,38,23,4
Bay,Bangor Township Precinct 4,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,468,139,271,58
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Denise Ilitch,DEM,488,133,298,57
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Carl Meyers,REP,575,273,199,103
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Sevag Vartanian,REP,464,215,155,94
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,38,28,7,3
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Donna M. Oetman,UST,39,16,20,3
Bay,Bangor Township Precinct 4,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Bangor Township Precinct 4,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,480,133,287,60
Bay,Bangor Township Precinct 4,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,428,124,251,53
