county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"Brookfield Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Carmel Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Chester Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,0,0,1
Eaton,"Delta Charter Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"Delta Charter Township, Precinct 4",Straight Party Ticket,,NLP,Natural Law Party,1,0,0,1
Eaton,"Delta Charter Township, Precinct 5",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"Delta Charter Township, Precinct 6",Straight Party Ticket,,NLP,Natural Law Party,3,1,0,2
Eaton,"Delta Charter Township, Precinct 7",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"Delta Charter Township, Precinct 8",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",Straight Party Ticket,,NLP,Natural Law Party,2,1,0,1
Eaton,"Delta Charter Township, Precinct 12",Straight Party Ticket,,NLP,Natural Law Party,2,2,0,0
Eaton,"Delta Charter Township, Precinct 13",Straight Party Ticket,,NLP,Natural Law Party,1,0,1,0
Eaton,"Delta Charter Township, Precinct 14",Straight Party Ticket,,NLP,Natural Law Party,1,0,1,0
Eaton,"Delta Charter Township, Precinct 15",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",Straight Party Ticket,,NLP,Natural Law Party,3,2,1,0
Eaton,"Eaton Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,3,3,0,0
Eaton,"Eaton Rapids Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,4,3,1,0
Eaton,"Hamlin Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,2,1,0,1
Eaton,"Kalamo Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"Kalamo Township, Precinct 2",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,2,0,0,2
Eaton,"Roxand Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"Vermontville Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"Walton Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,2,1,0,1
Eaton,"Windsor Charter Township, Precinct 2",Straight Party Ticket,,NLP,Natural Law Party,2,1,0,1
Eaton,"Windsor Charter Township, Precinct 3",Straight Party Ticket,,NLP,Natural Law Party,2,2,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,5,5,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"City of Eaton Rapids, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"City of Eaton Rapids, Precinct 2",Straight Party Ticket,,NLP,Natural Law Party,2,2,0,0
Eaton,"City of Eaton Rapids, Precinct 3",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"City of Grand Ledge, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,0,0,1
Eaton,"City of Grand Ledge, Precinct 2",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",Straight Party Ticket,,NLP,Natural Law Party,1,0,0,1
Eaton,"City of Grand Ledge, Precinct 4",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"City of Olivet, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,1,1,0,0
Eaton,"City of Potterville, Precinct 1",Straight Party Ticket,,NLP,Natural Law Party,0,0,0,0
Eaton,"City of Lansing, 3-22",Straight Party Ticket,,NLP,Natural Law Party,5,4,0,1
Eaton,"Bellevue Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,469,181,46,242
Eaton,"Benton Charter Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,648,218,81,349
Eaton,"Brookfield Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,249,101,48,100
Eaton,"Carmel Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,637,135,160,342
Eaton,"Chester Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,302,94,34,174
Eaton,"Delta Charter Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,733,135,118,480
Eaton,"Delta Charter Township, Precinct 2",President,,DEM,Kamala D. Harris Tim Walz,673,119,108,446
Eaton,"Delta Charter Township, Precinct 3",President,,DEM,Kamala D. Harris Tim Walz,567,111,158,298
Eaton,"Delta Charter Township, Precinct 4",President,,DEM,Kamala D. Harris Tim Walz,709,165,179,365
Eaton,"Delta Charter Township, Precinct 5",President,,DEM,Kamala D. Harris Tim Walz,950,157,165,628
Eaton,"Delta Charter Township, Precinct 6",President,,DEM,Kamala D. Harris Tim Walz,1745,576,287,882
Eaton,"Delta Charter Township, Precinct 7",President,,DEM,Kamala D. Harris Tim Walz,943,290,160,493
Eaton,"Delta Charter Township, Precinct 8",President,,DEM,Kamala D. Harris Tim Walz,1037,327,199,511
Eaton,"Delta Charter Township, Precinct 11",President,,DEM,Kamala D. Harris Tim Walz,748,180,119,449
Eaton,"Delta Charter Township, Precinct 12",President,,DEM,Kamala D. Harris Tim Walz,667,190,98,379
Eaton,"Delta Charter Township, Precinct 13",President,,DEM,Kamala D. Harris Tim Walz,427,101,72,254
Eaton,"Delta Charter Township, Precinct 14",President,,DEM,Kamala D. Harris Tim Walz,548,121,113,314
Eaton,"Delta Charter Township, Precinct 15",President,,DEM,Kamala D. Harris Tim Walz,931,185,152,594
Eaton,"Delta Charter Township, Precinct 16",President,,DEM,Kamala D. Harris Tim Walz,2014,484,308,1222
Eaton,"Eaton Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,979,289,167,523
Eaton,"Eaton Rapids Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,912,275,88,549
Eaton,"Hamlin Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,831,320,87,424
Eaton,"Kalamo Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,132,54,14,64
Eaton,"Kalamo Township, Precinct 2",President,,DEM,Kamala D. Harris Tim Walz,150,58,14,78
Eaton,"Oneida Charter Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,1157,347,111,699
Eaton,"Roxand Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,357,178,28,151
Eaton,"Sunfield Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,356,167,16,173
Eaton,"Vermontville Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,324,279,45,0
Eaton,"Walton Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,384,152,69,163
Eaton,"Windsor Charter Township, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,789,233,75,481
Eaton,"Windsor Charter Township, Precinct 2",President,,DEM,Kamala D. Harris Tim Walz,894,278,87,529
Eaton,"Windsor Charter Township, Precinct 3",President,,DEM,Kamala D. Harris Tim Walz,674,169,77,428
Eaton,"City of Charlotte, Dist. 1, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,1033,386,155,492
Eaton,"City of Charlotte, Dist. 2, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,1047,323,160,564
Eaton,"City of Eaton Rapids, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,344,148,29,167
Eaton,"City of Eaton Rapids, Precinct 2",President,,DEM,Kamala D. Harris Tim Walz,321,131,36,154
Eaton,"City of Eaton Rapids, Precinct 3",President,,DEM,Kamala D. Harris Tim Walz,442,189,47,206
Eaton,"City of Grand Ledge, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,803,333,64,406
Eaton,"City of Grand Ledge, Precinct 2",President,,DEM,Kamala D. Harris Tim Walz,791,322,52,417
Eaton,"City of Grand Ledge, Precinct 3",President,,DEM,Kamala D. Harris Tim Walz,559,219,41,299
Eaton,"City of Grand Ledge, Precinct 4",President,,DEM,Kamala D. Harris Tim Walz,545,158,44,343
Eaton,"City of Olivet, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,174,165,9,0
Eaton,"City of Potterville, Precinct 1",President,,DEM,Kamala D. Harris Tim Walz,623,270,77,276
Eaton,"City of Lansing, 3-22",President,,DEM,Kamala D. Harris Tim Walz,1438,511,280,647
Eaton,"Bellevue Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1369,864,231,274
Eaton,"Benton Charter Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1177,580,254,343
Eaton,"Brookfield Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,625,387,98,140
Eaton,"Carmel Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1189,489,422,278
Eaton,"Chester Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,756,453,157,146
Eaton,"Delta Charter Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,582,175,162,245
Eaton,"Delta Charter Township, Precinct 2",President,,REP,Donald J. Trump JD Vance,609,205,166,238
Eaton,"Delta Charter Township, Precinct 3",President,,REP,Donald J. Trump JD Vance,335,105,100,130
Eaton,"Delta Charter Township, Precinct 4",President,,REP,Donald J. Trump JD Vance,365,131,89,145
Eaton,"Delta Charter Township, Precinct 5",President,,REP,Donald J. Trump JD Vance,631,157,175,299
Eaton,"Delta Charter Township, Precinct 6",President,,REP,Donald J. Trump JD Vance,772,326,164,282
Eaton,"Delta Charter Township, Precinct 7",President,,REP,Donald J. Trump JD Vance,534,192,126,216
Eaton,"Delta Charter Township, Precinct 8",President,,REP,Donald J. Trump JD Vance,470,200,121,149
Eaton,"Delta Charter Township, Precinct 11",President,,REP,Donald J. Trump JD Vance,434,171,109,154
Eaton,"Delta Charter Township, Precinct 12",President,,REP,Donald J. Trump JD Vance,420,156,89,175
Eaton,"Delta Charter Township, Precinct 13",President,,REP,Donald J. Trump JD Vance,375,154,105,116
Eaton,"Delta Charter Township, Precinct 14",President,,REP,Donald J. Trump JD Vance,473,186,144,143
Eaton,"Delta Charter Township, Precinct 15",President,,REP,Donald J. Trump JD Vance,682,201,192,289
Eaton,"Delta Charter Township, Precinct 16",President,,REP,Donald J. Trump JD Vance,1045,394,251,400
Eaton,"Eaton Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1693,837,403,453
Eaton,"Eaton Rapids Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1633,829,351,453
Eaton,"Hamlin Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1260,771,221,268
Eaton,"Kalamo Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,339,225,53,61
Eaton,"Kalamo Township, Precinct 2",President,,REP,Donald J. Trump JD Vance,396,269,60,67
Eaton,"Oneida Charter Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1491,686,266,539
Eaton,"Roxand Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,758,544,84,130
Eaton,"Sunfield Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,869,608,87,174
Eaton,"Vermontville Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,760,643,117,0
Eaton,"Walton Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,984,567,236,181
Eaton,"Windsor Charter Township, Precinct 1",President,,REP,Donald J. Trump JD Vance,1052,502,179,371
Eaton,"Windsor Charter Township, Precinct 2",President,,REP,Donald J. Trump JD Vance,791,370,146,275
Eaton,"Windsor Charter Township, Precinct 3",President,,REP,Donald J. Trump JD Vance,600,273,133,194
Eaton,"City of Charlotte, Dist. 1, Precinct 1",President,,REP,Donald J. Trump JD Vance,1156,567,304,285
Eaton,"City of Charlotte, Dist. 2, Precinct 1",President,,REP,Donald J. Trump JD Vance,1281,613,326,342
Eaton,"City of Eaton Rapids, Precinct 1",President,,REP,Donald J. Trump JD Vance,483,322,57,104
Eaton,"City of Eaton Rapids, Precinct 2",President,,REP,Donald J. Trump JD Vance,529,355,83,91
Eaton,"City of Eaton Rapids, Precinct 3",President,,REP,Donald J. Trump JD Vance,554,345,89,120
Eaton,"City of Grand Ledge, Precinct 1",President,,REP,Donald J. Trump JD Vance,618,393,79,146
Eaton,"City of Grand Ledge, Precinct 2",President,,REP,Donald J. Trump JD Vance,697,436,82,179
Eaton,"City of Grand Ledge, Precinct 3",President,,REP,Donald J. Trump JD Vance,402,225,51,126
Eaton,"City of Grand Ledge, Precinct 4",President,,REP,Donald J. Trump JD Vance,393,168,66,159
Eaton,"City of Olivet, Precinct 1",President,,REP,Donald J. Trump JD Vance,311,274,37,0
Eaton,"City of Potterville, Precinct 1",President,,REP,Donald J. Trump JD Vance,903,574,158,171
Eaton,"City of Lansing, 3-22",President,,REP,Donald J. Trump JD Vance,306,149,69,88
Eaton,"Bellevue Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,5,5,0,0
Eaton,"Benton Charter Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,2,0,1,1
Eaton,"Brookfield Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,2,2,0,0
Eaton,"Carmel Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,8,2,1,5
Eaton,"Chester Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,5,3,0,2
Eaton,"Delta Charter Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,4,3,0,1
Eaton,"Delta Charter Township, Precinct 2",President,,LIB,Chase Oliver Mike ter Maat,6,2,0,4
Eaton,"Delta Charter Township, Precinct 3",President,,LIB,Chase Oliver Mike ter Maat,8,3,2,3
Eaton,"Delta Charter Township, Precinct 4",President,,LIB,Chase Oliver Mike ter Maat,2,1,1,0
Eaton,"Delta Charter Township, Precinct 5",President,,LIB,Chase Oliver Mike ter Maat,8,5,1,2
Eaton,"Delta Charter Township, Precinct 6",President,,LIB,Chase Oliver Mike ter Maat,8,4,0,4
Eaton,"Delta Charter Township, Precinct 7",President,,LIB,Chase Oliver Mike ter Maat,13,4,3,6
Eaton,"Delta Charter Township, Precinct 8",President,,LIB,Chase Oliver Mike ter Maat,2,1,0,1
Eaton,"Delta Charter Township, Precinct 11",President,,LIB,Chase Oliver Mike ter Maat,4,3,0,1
Eaton,"Delta Charter Township, Precinct 12",President,,LIB,Chase Oliver Mike ter Maat,4,3,0,1
Eaton,"Delta Charter Township, Precinct 13",President,,LIB,Chase Oliver Mike ter Maat,6,2,0,4
Eaton,"Delta Charter Township, Precinct 14",President,,LIB,Chase Oliver Mike ter Maat,4,3,0,1
Eaton,"Delta Charter Township, Precinct 15",President,,LIB,Chase Oliver Mike ter Maat,14,6,2,6
Eaton,"Delta Charter Township, Precinct 16",President,,LIB,Chase Oliver Mike ter Maat,13,5,0,8
Eaton,"Eaton Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,14,8,1,5
Eaton,"Eaton Rapids Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,13,8,0,5
Eaton,"Hamlin Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,8,5,2,1
Eaton,"Kalamo Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,1,1,0,0
Eaton,"Kalamo Township, Precinct 2",President,,LIB,Chase Oliver Mike ter Maat,1,1,0,0
Eaton,"Oneida Charter Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,28,10,4,14
Eaton,"Roxand Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,10,8,1,1
Eaton,"Sunfield Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,6,1,0,5
Eaton,"Vermontville Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,5,5,0,0
Eaton,"Walton Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,5,2,0,3
Eaton,"Windsor Charter Township, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,6,6,0,0
Eaton,"Windsor Charter Township, Precinct 2",President,,LIB,Chase Oliver Mike ter Maat,6,3,0,3
Eaton,"Windsor Charter Township, Precinct 3",President,,LIB,Chase Oliver Mike ter Maat,7,4,0,3
Eaton,"City of Charlotte, Dist. 1, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,9,3,2,4
Eaton,"City of Charlotte, Dist. 2, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,15,4,2,9
Eaton,"City of Eaton Rapids, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,7,5,1,1
Eaton,"City of Eaton Rapids, Precinct 2",President,,LIB,Chase Oliver Mike ter Maat,4,3,1,0
Eaton,"City of Eaton Rapids, Precinct 3",President,,LIB,Chase Oliver Mike ter Maat,5,3,0,2
Eaton,"City of Grand Ledge, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,6,6,0,0
Eaton,"City of Grand Ledge, Precinct 2",President,,LIB,Chase Oliver Mike ter Maat,8,4,1,3
Eaton,"City of Grand Ledge, Precinct 3",President,,LIB,Chase Oliver Mike ter Maat,4,0,1,3
Eaton,"City of Grand Ledge, Precinct 4",President,,LIB,Chase Oliver Mike ter Maat,8,6,1,1
Eaton,"City of Olivet, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,2,2,0,0
Eaton,"City of Potterville, Precinct 1",President,,LIB,Chase Oliver Mike ter Maat,9,6,0,3
Eaton,"City of Lansing, 3-22",President,,LIB,Chase Oliver Mike ter Maat,5,3,0,2
Eaton,"Bellevue Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,3,1,0,2
Eaton,"Brookfield Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,1,1,0,0
Eaton,"Carmel Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,3,1,1,1
Eaton,"Chester Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,2,1,0,1
Eaton,"Delta Charter Township, Precinct 2",President,,UST,Randall Terry Stephen E. Broden,2,0,0,2
Eaton,"Delta Charter Township, Precinct 3",President,,UST,Randall Terry Stephen E. Broden,1,0,1,0
Eaton,"Delta Charter Township, Precinct 4",President,,UST,Randall Terry Stephen E. Broden,1,1,0,0
Eaton,"Delta Charter Township, Precinct 5",President,,UST,Randall Terry Stephen E. Broden,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",President,,UST,Randall Terry Stephen E. Broden,5,3,0,2
Eaton,"Delta Charter Township, Precinct 7",President,,UST,Randall Terry Stephen E. Broden,3,0,0,3
Eaton,"Delta Charter Township, Precinct 8",President,,UST,Randall Terry Stephen E. Broden,1,0,0,1
Eaton,"Delta Charter Township, Precinct 11",President,,UST,Randall Terry Stephen E. Broden,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",President,,UST,Randall Terry Stephen E. Broden,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",President,,UST,Randall Terry Stephen E. Broden,1,0,0,1
Eaton,"Delta Charter Township, Precinct 14",President,,UST,Randall Terry Stephen E. Broden,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",President,,UST,Randall Terry Stephen E. Broden,3,3,0,0
Eaton,"Delta Charter Township, Precinct 16",President,,UST,Randall Terry Stephen E. Broden,7,2,0,5
Eaton,"Eaton Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,3,1,1,1
Eaton,"Eaton Rapids Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,2,1,0,1
Eaton,"Hamlin Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,1,0,0,1
Eaton,"Kalamo Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,1,0,0,1
Eaton,"Kalamo Township, Precinct 2",President,,UST,Randall Terry Stephen E. Broden,2,0,1,1
Eaton,"Oneida Charter Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,3,2,0,1
Eaton,"Roxand Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,5,4,1,0
Eaton,"Sunfield Township, Precinct 1",President,,UST,Randall Terry Stephen E. Broden,1,0,0,1
