county,office,district,party,last,first,middle,suffix,votes
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,2
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,15
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,135
GENESEE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,8124
GLADWIN,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,3794
GLADWIN,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,393
GLADWIN,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,65
GLADWIN,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,87
GLADWIN,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,9
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,0
GLADWIN,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
GOGEBIC,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,4018
GOGEBIC,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,2925
GOGEBIC,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,213
GOGEBIC,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,30
GOGEBIC,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,118
GOGEBIC,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,8
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,16
GOGEBIC,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,27413
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,20965
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,2149
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,153
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,756
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,26
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,4
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,7
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,116
GD. TRAVERSE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
GRATIOT,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,9880
GRATIOT,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,5666
GRATIOT,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,687
GRATIOT,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,63
GRATIOT,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,140
GRATIOT,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,9
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,1
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,19
GRATIOT,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
HILLSDALE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,14095
HILLSDALE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4799
HILLSDALE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,700
HILLSDALE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,98
HILLSDALE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,184
HILLSDALE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,5
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,2
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,1
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,56
HILLSDALE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
HOUGHTON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,8475
HOUGHTON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,6018
HOUGHTON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,837
HOUGHTON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,72
HOUGHTON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,216
HOUGHTON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,5
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,1
HOUGHTON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
HURON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,10692
HURON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4579
HURON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,477
HURON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,56
HURON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,104
HURON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,3
HURON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
HURON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
HURON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
HURON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
HURON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
HURON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,6
HURON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
INGHAM,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,43868
INGHAM,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,79110
INGHAM,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,5305
INGHAM,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,516
INGHAM,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,1846
INGHAM,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,90
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,1
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,2
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,18
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,380
INGHAM,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,1
IONIA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,16635
IONIA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,8352
IONIA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,1355
IONIA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,146
IONIA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,286
IONIA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,17
IONIA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
IONIA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
IONIA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,1
IONIA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,3
IONIA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,15
IONIA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,44
IONIA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
IOSCO,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,8345
IOSCO,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4345
IOSCO,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,459
IOSCO,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,47
IOSCO,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,146
IOSCO,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,9
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,10
IOSCO,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
IRON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,3675
IRON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,2004
IRON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,175
IRON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,18
IRON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,36
IRON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,2
IRON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
IRON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
IRON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
IRON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
IRON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
IRON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,0
IRON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
ISABELLA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,12338
ISABELLA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,11404
ISABELLA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,1093
ISABELLA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,101
ISABELLA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,396
ISABELLA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,12
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,5
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,43
ISABELLA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
JACKSON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,39793
JACKSON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,25795
JACKSON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,2901
JACKSON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,325
JACKSON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,713
JACKSON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,40
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,5
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,105
JACKSON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
KALAMAZOO,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,51034
KALAMAZOO,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,67148
KALAMAZOO,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,5644
KALAMAZOO,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,446
KALAMAZOO,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,1634
KALAMAZOO,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,70
